Data is Provisional and subject to change. Data presented is reported as of 11/8/2021
CountyName,CumulativeCases,CasesChange,TotalTested,TotalTestedChange,Deaths,DeathsChange,ReportDate
Williamson,1,0,0,0,1,0,3/20/2020 12:00:00 AM
Winnebago,2,1,0,0,0,0,3/20/2020 12:00:00 AM
Woodford,2,0,0,0,0,0,3/20/2020 12:00:00 AM
Adams,1,0,0,0,0,0,3/21/2020 12:00:00 AM
Alexander,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Bond,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Boone,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Brown,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Bureau,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Calhoun,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Carroll,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Cass,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Champaign,1,0,0,0,0,0,3/21/2020 12:00:00 AM
Chicago,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Christian,1,0,0,0,0,0,3/21/2020 12:00:00 AM
Clark,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Clay,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Clinton,3,0,0,0,0,0,3/21/2020 12:00:00 AM
Coles,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Cook,548,137,0,0,4,1,3/21/2020 12:00:00 AM
Crawford,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Cumberland,1,0,0,0,0,0,3/21/2020 12:00:00 AM
De Witt,0,0,0,0,0,0,3/21/2020 12:00:00 AM
DeKalb,1,1,0,0,0,0,3/21/2020 12:00:00 AM
Douglas,0,0,0,0,0,0,3/21/2020 12:00:00 AM
DuPage,65,8,0,0,0,0,3/21/2020 12:00:00 AM
Edgar,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Edwards,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Effingham,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Fayette,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Ford,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Franklin,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Fulton,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Gallatin,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Greene,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Grundy,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Hamilton,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Hancock,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Hardin,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Henderson,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Henry,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Illinois,753,168,6247,1961,6,1,3/21/2020 12:00:00 AM
Iroquois,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Jackson,1,0,0,0,0,0,3/21/2020 12:00:00 AM
Jasper,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Jefferson,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Jersey,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Jo Daviess,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Johnson,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Kane,8,0,0,0,0,0,3/21/2020 12:00:00 AM
Kankakee,2,1,0,0,0,0,3/21/2020 12:00:00 AM
Kendall,2,0,0,0,0,0,3/21/2020 12:00:00 AM
Knox,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Lake,63,10,0,0,0,0,3/21/2020 12:00:00 AM
LaSalle,1,0,0,0,0,0,3/21/2020 12:00:00 AM
Lawrence,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Lee,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Livingston,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Logan,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Macon,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Macoupin,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Madison,2,1,0,0,0,0,3/21/2020 12:00:00 AM
Marion,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Marshall,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Mason,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Massac,0,0,0,0,0,0,3/21/2020 12:00:00 AM
McDonough,0,0,0,0,0,0,3/21/2020 12:00:00 AM
McHenry,11,3,0,0,0,0,3/21/2020 12:00:00 AM
McLean,6,2,0,0,0,0,3/21/2020 12:00:00 AM
Menard,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Mercer,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Monroe,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Montgomery,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Morgan,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Moultrie,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Ogle,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Peoria,3,0,0,0,0,0,3/21/2020 12:00:00 AM
Perry,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Piatt,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Pike,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Pope,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Pulaski,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Putnam,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Randolph,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Richland,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Rock Island,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Saline,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Sangamon,4,0,0,0,1,0,3/21/2020 12:00:00 AM
Schuyler,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Scott,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Shelby,0,0,0,0,0,0,3/21/2020 12:00:00 AM
St. Clair,3,0,0,0,0,0,3/21/2020 12:00:00 AM
Stark,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Stephenson,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Tazewell,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Union,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Vermilion,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Wabash,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Warren,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Washington,1,0,0,0,0,0,3/21/2020 12:00:00 AM
Wayne,0,0,0,0,0,0,3/21/2020 12:00:00 AM
White,0,0,0,0,0,0,3/21/2020 12:00:00 AM
Whiteside,1,0,0,0,0,0,3/21/2020 12:00:00 AM
Will,12,2,0,0,1,0,3/21/2020 12:00:00 AM
Williamson,1,0,0,0,0,-1,3/21/2020 12:00:00 AM
Winnebago,4,2,0,0,0,0,3/21/2020 12:00:00 AM
Woodford,2,0,0,0,0,0,3/21/2020 12:00:00 AM
Adams,1,0,0,0,0,0,3/22/2020 12:00:00 AM
Alexander,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Bond,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Boone,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Brown,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Bureau,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Calhoun,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Carroll,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Cass,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Champaign,2,1,0,0,0,0,3/22/2020 12:00:00 AM
Chicago,519,519,0,0,4,4,3/22/2020 12:00:00 AM
Christian,1,0,0,0,0,0,3/22/2020 12:00:00 AM
Clark,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Clay,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Clinton,3,0,0,0,0,0,3/22/2020 12:00:00 AM
Coles,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Cook,286,-262,0,0,2,-2,3/22/2020 12:00:00 AM
Crawford,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Cumberland,1,0,0,0,0,0,3/22/2020 12:00:00 AM
De Witt,0,0,0,0,0,0,3/22/2020 12:00:00 AM
DeKalb,1,0,0,0,0,0,3/22/2020 12:00:00 AM
Douglas,0,0,0,0,0,0,3/22/2020 12:00:00 AM
DuPage,79,14,0,0,0,0,3/22/2020 12:00:00 AM
Edgar,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Edwards,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Effingham,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Fayette,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Ford,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Franklin,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Fulton,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Gallatin,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Greene,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Grundy,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Hamilton,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Hancock,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Hardin,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Henderson,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Henry,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Illinois,1049,296,8374,2127,9,3,3/22/2020 12:00:00 AM
Iroquois,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Jackson,1,0,0,0,0,0,3/22/2020 12:00:00 AM
Jasper,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Jefferson,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Jersey,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Jo Daviess,1,1,0,0,0,0,3/22/2020 12:00:00 AM
Johnson,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Kane,13,5,0,0,0,0,3/22/2020 12:00:00 AM
Kankakee,2,0,0,0,0,0,3/22/2020 12:00:00 AM
Kendall,4,2,0,0,0,0,3/22/2020 12:00:00 AM
Knox,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Lake,69,6,0,0,0,0,3/22/2020 12:00:00 AM
LaSalle,1,0,0,0,0,0,3/22/2020 12:00:00 AM
Lawrence,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Lee,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Livingston,1,1,0,0,0,0,3/22/2020 12:00:00 AM
Logan,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Macon,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Macoupin,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Madison,2,0,0,0,0,0,3/22/2020 12:00:00 AM
Marion,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Marshall,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Mason,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Massac,0,0,0,0,0,0,3/22/2020 12:00:00 AM
McDonough,0,0,0,0,0,0,3/22/2020 12:00:00 AM
McHenry,12,1,0,0,0,0,3/22/2020 12:00:00 AM
McLean,6,0,0,0,1,1,3/22/2020 12:00:00 AM
Menard,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Mercer,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Monroe,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Montgomery,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Morgan,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Moultrie,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Ogle,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Peoria,3,0,0,0,0,0,3/22/2020 12:00:00 AM
Perry,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Piatt,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Pike,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Pope,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Pulaski,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Putnam,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Randolph,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Richland,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Rock Island,1,1,0,0,0,0,3/22/2020 12:00:00 AM
Saline,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Sangamon,4,0,0,0,1,0,3/22/2020 12:00:00 AM
Schuyler,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Scott,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Shelby,0,0,0,0,0,0,3/22/2020 12:00:00 AM
St. Clair,3,0,0,0,0,0,3/22/2020 12:00:00 AM
Stark,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Stephenson,1,1,0,0,0,0,3/22/2020 12:00:00 AM
Tazewell,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Union,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Vermilion,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Wabash,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Warren,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Washington,1,0,0,0,0,0,3/22/2020 12:00:00 AM
Wayne,0,0,0,0,0,0,3/22/2020 12:00:00 AM
White,0,0,0,0,0,0,3/22/2020 12:00:00 AM
Whiteside,1,0,0,0,0,0,3/22/2020 12:00:00 AM
Will,21,9,0,0,1,0,3/22/2020 12:00:00 AM
Williamson,1,0,0,0,0,0,3/22/2020 12:00:00 AM
Winnebago,5,1,0,0,0,0,3/22/2020 12:00:00 AM
Woodford,2,0,0,0,0,0,3/22/2020 12:00:00 AM
Adams,1,0,0,0,0,0,3/24/2020 12:00:00 AM
Alexander,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Bond,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Boone,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Brown,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Bureau,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Calhoun,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Carroll,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Cass,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Champaign,2,0,0,0,0,0,3/24/2020 12:00:00 AM
Chicago,782,263,0,0,5,1,3/24/2020 12:00:00 AM
Christian,1,0,0,0,0,0,3/24/2020 12:00:00 AM
Clark,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Clay,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Clinton,3,0,0,0,0,0,3/24/2020 12:00:00 AM
Coles,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Cook,412,126,0,0,7,5,3/24/2020 12:00:00 AM
Crawford,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Cumberland,1,0,0,0,0,0,3/24/2020 12:00:00 AM
De Witt,0,0,0,0,0,0,3/24/2020 12:00:00 AM
DeKalb,1,0,0,0,0,0,3/24/2020 12:00:00 AM
Douglas,0,0,0,0,0,0,3/24/2020 12:00:00 AM
DuPage,103,24,0,0,1,1,3/24/2020 12:00:00 AM
Edgar,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Edwards,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Effingham,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Fayette,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Ford,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Franklin,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Fulton,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Gallatin,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Greene,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Grundy,1,1,0,0,0,0,3/24/2020 12:00:00 AM
Hamilton,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Hancock,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Hardin,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Henderson,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Henry,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Illinois,1535,486,11485,3111,16,7,3/24/2020 12:00:00 AM
Iroquois,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Jackson,1,0,0,0,0,0,3/24/2020 12:00:00 AM
Jasper,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Jefferson,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Jersey,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Jo Daviess,1,0,0,0,0,0,3/24/2020 12:00:00 AM
Johnson,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Kane,24,11,0,0,0,0,3/24/2020 12:00:00 AM
Kankakee,4,2,0,0,0,0,3/24/2020 12:00:00 AM
Kendall,4,0,0,0,0,0,3/24/2020 12:00:00 AM
Knox,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Lake,111,42,0,0,0,0,3/24/2020 12:00:00 AM
LaSalle,3,2,0,0,0,0,3/24/2020 12:00:00 AM
Lawrence,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Lee,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Livingston,1,0,0,0,0,0,3/24/2020 12:00:00 AM
Logan,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Macon,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Macoupin,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Madison,2,0,0,0,0,0,3/24/2020 12:00:00 AM
Marion,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Marshall,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Mason,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Massac,0,0,0,0,0,0,3/24/2020 12:00:00 AM
McDonough,0,0,0,0,0,0,3/24/2020 12:00:00 AM
McHenry,14,2,0,0,0,0,3/24/2020 12:00:00 AM
McLean,7,1,0,0,1,0,3/24/2020 12:00:00 AM
Menard,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Mercer,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Monroe,1,1,0,0,0,0,3/24/2020 12:00:00 AM
Montgomery,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Morgan,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Moultrie,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Ogle,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Peoria,3,0,0,0,0,0,3/24/2020 12:00:00 AM
Perry,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Piatt,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Pike,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Pope,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Pulaski,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Putnam,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Randolph,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Richland,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Rock Island,1,0,0,0,0,0,3/24/2020 12:00:00 AM
Saline,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Sangamon,5,1,0,0,1,0,3/24/2020 12:00:00 AM
Schuyler,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Scott,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Shelby,0,0,0,0,0,0,3/24/2020 12:00:00 AM
St. Clair,7,4,0,0,0,0,3/24/2020 12:00:00 AM
Stark,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Stephenson,1,0,0,0,0,0,3/24/2020 12:00:00 AM
Tazewell,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Union,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Vermilion,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Wabash,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Warren,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Washington,1,0,0,0,0,0,3/24/2020 12:00:00 AM
Wayne,0,0,0,0,0,0,3/24/2020 12:00:00 AM
White,0,0,0,0,0,0,3/24/2020 12:00:00 AM
Whiteside,1,0,0,0,0,0,3/24/2020 12:00:00 AM
Will,28,7,0,0,1,0,3/24/2020 12:00:00 AM
Williamson,0,-1,0,0,0,0,3/24/2020 12:00:00 AM
Winnebago,5,0,0,0,0,0,3/24/2020 12:00:00 AM
Woodford,3,1,0,0,0,0,3/24/2020 12:00:00 AM
Adams,1,0,0,0,0,0,3/25/2020 12:00:00 AM
Alexander,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Bond,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Boone,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Brown,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Bureau,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Calhoun,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Carroll,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Cass,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Champaign,4,2,0,0,0,0,3/25/2020 12:00:00 AM
Chicago,915,133,0,0,5,0,3/25/2020 12:00:00 AM
Christian,1,0,0,0,0,0,3/25/2020 12:00:00 AM
Clark,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Clay,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Clinton,4,1,0,0,0,0,3/25/2020 12:00:00 AM
Coles,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Cook,503,91,0,0,8,1,3/25/2020 12:00:00 AM
Crawford,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Cumberland,1,0,0,0,0,0,3/25/2020 12:00:00 AM
De Witt,0,0,0,0,0,0,3/25/2020 12:00:00 AM
DeKalb,1,0,0,0,0,0,3/25/2020 12:00:00 AM
Douglas,1,1,0,0,0,0,3/25/2020 12:00:00 AM
DuPage,131,28,0,0,1,0,3/25/2020 12:00:00 AM
Edgar,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Edwards,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Effingham,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Fayette,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Ford,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Franklin,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Fulton,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Gallatin,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Greene,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Grundy,0,-1,0,0,0,0,3/25/2020 12:00:00 AM
Hamilton,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Hancock,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Hardin,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Henderson,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Henry,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Illinois,1865,330,14209,2724,19,3,3/25/2020 12:00:00 AM
Iroquois,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Jackson,1,0,0,0,0,0,3/25/2020 12:00:00 AM
Jasper,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Jefferson,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Jersey,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Jo Daviess,1,0,0,0,0,0,3/25/2020 12:00:00 AM
Johnson,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Kane,38,14,0,0,1,1,3/25/2020 12:00:00 AM
Kankakee,6,2,0,0,0,0,3/25/2020 12:00:00 AM
Kendall,6,2,0,0,0,0,3/25/2020 12:00:00 AM
Knox,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Lake,139,28,0,0,0,0,3/25/2020 12:00:00 AM
LaSalle,3,0,0,0,0,0,3/25/2020 12:00:00 AM
Lawrence,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Lee,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Livingston,1,0,0,0,0,0,3/25/2020 12:00:00 AM
Logan,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Macon,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Macoupin,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Madison,3,1,0,0,0,0,3/25/2020 12:00:00 AM
Marion,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Marshall,1,1,0,0,0,0,3/25/2020 12:00:00 AM
Mason,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Massac,0,0,0,0,0,0,3/25/2020 12:00:00 AM
McDonough,0,0,0,0,0,0,3/25/2020 12:00:00 AM
McHenry,19,5,0,0,0,0,3/25/2020 12:00:00 AM
McLean,7,0,0,0,1,0,3/25/2020 12:00:00 AM
Menard,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Mercer,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Monroe,2,1,0,0,0,0,3/25/2020 12:00:00 AM
Montgomery,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Morgan,1,1,0,0,0,0,3/25/2020 12:00:00 AM
Moultrie,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Ogle,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Peoria,4,1,0,0,0,0,3/25/2020 12:00:00 AM
Perry,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Piatt,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Pike,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Pope,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Pulaski,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Putnam,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Randolph,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Richland,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Rock Island,3,2,0,0,0,0,3/25/2020 12:00:00 AM
Saline,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Sangamon,5,0,0,0,1,0,3/25/2020 12:00:00 AM
Schuyler,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Scott,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Shelby,0,0,0,0,0,0,3/25/2020 12:00:00 AM
St. Clair,7,0,0,0,0,0,3/25/2020 12:00:00 AM
Stark,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Stephenson,1,0,0,0,0,0,3/25/2020 12:00:00 AM
Tazewell,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Union,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Vermilion,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Wabash,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Warren,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Washington,1,0,0,0,0,0,3/25/2020 12:00:00 AM
Wayne,0,0,0,0,0,0,3/25/2020 12:00:00 AM
White,0,0,0,0,0,0,3/25/2020 12:00:00 AM
Whiteside,1,0,0,0,0,0,3/25/2020 12:00:00 AM
Will,40,12,0,0,2,1,3/25/2020 12:00:00 AM
Williamson,1,1,0,0,0,0,3/25/2020 12:00:00 AM
Winnebago,7,2,0,0,0,0,3/25/2020 12:00:00 AM
Woodford,3,0,0,0,0,0,3/25/2020 12:00:00 AM
Adams,1,0,0,0,0,0,3/26/2020 12:00:00 AM
Alexander,0,0,0,0,0,0,3/26/2020 12:00:00 AM
Bond,0,0,0,0,0,0,3/26/2020 12:00:00 AM
Boone,0,0,0,0,0,0,3/26/2020 12:00:00 AM
